unique_ID,smiles,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,cosolvent,data_source,chembl_id,units,mol_hash
perrin_supp7529,Nc1ccc(C(=O)O)cc1Br,"InChI=1S/C7H6BrNO2/c8-5-3-4(7(10)11)1-2-6(5)9/h1-3H,9H2,(H,10,11)",pKaH1,0.209,50,"(m) I=0.1 (KCl), C=1-4x10-3M",O5,Approximate,L34,,,"4-Aminobenzoic acid, 3-bromo-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,f405c785
perrin_supp7530,Nc1ccc(C(=O)O)c(Cl)c1,"InChI=1S/C7H6ClNO2/c8-6-3-4(9)1-2-5(6)7(10)11/h1-3H,9H2,(H,10,11)",pKaH1,1.426,50,"(m) I=0.1 (KCl), C=1-4x10-3M",O5,Approximate,L34,,,"4-Aminobenzoic acid, 2-chloro-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,0c0b092b
perrin_supp7531,Nc1cc(Br)c(C(=O)O)c(Br)c1,"InChI=1S/C7H5Br2NO2/c8-4-1-3(10)2-5(9)6(4)7(11)12/h1-2H,10H2,(H,11,12)",pKaH1,0.928,50,"(m) I=0.1 (KCl), C=1-4x10-3M",O5,Approximate,L34,,,"4-Aminobenzoic acid, 2,6-dibromo-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,959a0259
perrin_supp7532,Nc1cc(Cl)c(C(=O)O)c(Cl)c1,"InChI=1S/C7H5Cl2NO2/c8-4-1-3(10)2-5(9)6(4)7(11)12/h1-2H,10H2,(H,11,12)",pKaH1,0.764,50,"(m) I=0.1 (KCl), C=1-4x10-3M",O5,Approximate,L34,,,"4-Aminobenzoic acid, 2,6-dichloro-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,277f4936
perrin_supp7533,CCc1cc(N)cc(CC)c1C(=O)O,"InChI=1S/C11H15NO2/c1-3-7-5-9(12)6-8(4-2)10(7)11(13)14/h5-6H,3-4,12H2,1-2H3,(H,13,14)",pKaH1,2.579,50,"(m) I=0.1 (KCl), C=0.005M",E3bg,Approximate,L34,,,"4-Aminobenzoio acid, 2,6-diethyl-",['manual_no_smiles'],1.0,,perrin_supp,,AH,,,IUPAC_large,,,47c257a6
perrin_supp7534,Cc1cc(N)cc(C)c1C(=O)O,"InChI=1S/C9H11NO2/c1-5-3-7(10)4-6(2)8(5)9(11)12/h3-4H,10H2,1-2H3,(H,11,12)",pKaH1,2.488,50,"(m) I=0.1 (KCl), C=0.005M",E3bg,Approximate,L34,,,"4-Aminobenzoic acid, 2,6-dimethyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,29e1a17c
perrin_supp7536,COc1cc(N)ccc1C(=O)O,"InChI=1S/C8H9NO3/c1-12-7-4-5(9)2-3-6(7)8(10)11/h2-4H,9H2,1H3,(H,10,11)",pKaH1,1.801,50,"(m) I=0.1 (KCl), C=0.005M",E3bg,Approximate,L34,,,"4-Aminobenzoic acid, 2-methoxy-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,2657c5ec
perrin_supp7537,Cc1cc(N)ccc1C(=O)O,"InChI=1S/C8H9NO2/c1-5-4-6(9)2-3-7(5)8(10)11/h2-4H,9H2,1H3,(H,10,11)",pKaH1,2.497,50,"(m) I=0.1 (KCl), C=0.005M",E3bg,Approximate,L34,,,"4-Aminobenzoic acid, 2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,0aea1d60
perrin_supp7538,Nc1ccc(C(=O)O)c([N+](=O)[O-])c1,"InChI=1S/C7H6N2O4/c8-4-1-2-5(7(10)11)6(3-4)9(12)13/h1-3H,8H2,(H,10,11)",pKaH1,0.527,50,"(m) I=0.1 (KCl), C=1-4x10-3M",O5,Approximate,L34,,,"4-Aminobenzoic acid, 2-nitro-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,e02a9f2e
perrin_supp7541,NCC#CC(=O)O,"InChI=1S/C4H5NO2/c5-3-1-2-4(6)7/h3,5H2,(H,6,7)",pKaH1,1.8,20,C=0.01M,E3bg,Approximate,J7,,,4-Aminobut-2-ynoic-acid,"['OPSIN_name1', 'pubchem_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,6eb24ea2
perrin_supp7543,CCC(C)(N)C(=O)O,"InChI=1S/C5H11NO2/c1-3-5(2,6)4(7)8/h3,6H2,1-2H3,(H,7,8)",pKa1,9.98,30,"I=0.15 5(KCl), , C=0.005M, ""mixed"" constant",E3bg,Approximate,F18,,,"DL-2-Aminobutyric acid, 2-methyl-","['chemaxon_name1', 'manual_only_one']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,c24dc5cb
perrin_supp7544,CCC(N)C(=O)OC,"InChI=1S/C5H11NO2/c1-3-4(6)5(7)8-2/h4H,3,6H2,1-2H3",pKaH1,7.64,25,"Corrected from I=0.1(KCl),  f+=0.772",E3bg,Approximate,H25,Thermodynamic quantities are derived from the results,,2-Amino-n-butyric acid methyl ester,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,8b54594c
perrin_supp7545,CC(N)CC(=O)O,"InChI=1S/C4H9NO2/c1-3(5)2-4(6)7/h3H,2,5H2,1H3,(H,6,7)",pKaH1,3.5,15,"I=0.2(KCl), C=0.005M, concentration constants",E3bg,Approximate,S30,,,3-Amino-n-butyric acid,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1']",3.0,,perrin_supp,,AH,,,IUPAC_large,,,d2893106
perrin_supp7547,COC(=O)CCCN,"InChI=1S/C5H11NO2/c1-8-5(7)3-2-4-6/h2-4,6H2,1H3",pKaH1,9.839,25,Corrected from I=0.1(KCl) f+=0.772,E3bg,Approximate,H25,Thermodynamic quantities are derived from the results,,4-Amino-n-butyric acid methyl ester,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,34a04a0d
perrin_supp7548,NC1(C(=O)O)CCCCCC1,"InChI=1S/C8H15NO2/c9-8(7(10)11)5-3-1-2-4-6-8/h1-6,9H2,(H,10,11)",pKaH1,2.59,20,"I=0.1(KCl); =0.02M, concentration constants",E3bg,Approximate,I4,,,1-Aminocycloheptanecarboxylic acid,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4.0,,perrin_supp,,AH,,,IUPAC_large,,,d4bdb281
perrin_supp7549,NC1(C(=O)O)CCCCC1,"InChI=1S/C7H13NO2/c8-7(6(9)10)4-2-1-3-5-7/h1-5,8H2,(H,9,10)",pKaH1,2.41,20,I=0.1 (KCl); C=0.02M ; concentration constants,E3bg,Approximate,I4,, For pK values of substituted  aminocyclohexanecarboxylic acids  see ref. M24,1-Aminocyclohexanecarboxylic acid,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4.0,,perrin_supp,,AH,,,IUPAC_large,,,949cb0cb
perrin_supp7550,NC1(C(=O)O)CCCC1,"InChI=1S/C6H11NO2/c7-6(5(8)9)3-1-2-4-6/h1-4,7H2,(H,8,9)",pKaH1,2.4,20,I=0.1(KCl); C=0.02M; concentration constants,E3bg,Approximate,I4,,,1-Aminocyclopentanecarboxylic acid,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4.0,,perrin_supp,,AH,,,IUPAC_large,,,c7502876
perrin_supp7551,NC(c1ccccc1)C(C(=O)O)c1ccccc1,"InChI=1S/C15H15NO2/c16-14(12-9-5-2-6-10-12)13(15(17)18)11-7-3-1-4-8-11/h1-10,13-14H,16H2,(H,17,18)",pKaH1(erythro),3.7,20,"C=10-4M, I=0.1(KCl), erythro form",E,,G5,,,"3-Amino-2,3-diphenylpropanoic acid","['OPSIN_name1', 'chemaxon_name1', 'pubchem_name1']",3.0,,perrin_supp,,AH,,,IUPAC_large,,,cf07f519
perrin_supp7553,NCCOS(=O)(=O)[O-],"InChI=1S/C2H7NO4S/c3-1-2-7-8(4,5)6/h1-3H2,(H,4,5,6)/p-1",pKaH1,9.7638,5,"(m), I=0.01 to 0.09","E1ch, R4",Reliable,D1,Thermodynamic quantities are derived from the results,,2-Aminoethyl sulphate,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,0fe36d3e
perrin_supp7554,NCCS(=O)CCC(=O)O,"InChI=1S/C5H11NO3S/c6-2-4-10(9)3-1-5(7)8/h1-4,6H2,(H,7,8)",pKa1,8.21,20,"I=0.1(KNO3), ""mixed"" constant",E3bg,Approximate,H31,,,3-Aminoethylsulphinylpropionic acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,A,,,IUPAC_large,,,786ddcee
perrin_supp7555,NCCS(=O)(=O)CCC(=O)O,"InChI=1S/C5H11NO4S/c6-2-4-11(9,10)3-1-5(7)8/h1-4,6H2,(H,7,8)",pKa1,7.94,20,"I=0.1(KNO3), ""mixed"" constant",E3bg,Approximate,H31,,,3-Aminoethylsulphonylpropionic acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,A,,,IUPAC_large,,,4d1fb4bb
perrin_supp7556,NCCSCCC(=O)O,"InChI=1S/C5H11NO2S/c6-2-4-9-3-1-5(7)8/h1-4,6H2,(H,7,8)",pKa1,9.54,20,"I=0.1(KNO3). ""mixed"" constant",E3bg,Approximate,H31,,,3-Aminoethylthiopropionic acid,['manual_inconsistent'],1.0,,perrin_supp,,A,,,IUPAC_large,,,dbffe462
perrin_supp7558,N#CCCNCCCCCC(=O)O,"InChI=1S/C9H16N2O2/c10-6-4-8-11-7-3-1-2-5-9(12)13/h11H,1-5,7-8H2,(H,12,13)",pKaH1,8.15,30,"I=0.15, ""mixed"" constant",E3bg,Uncertain,F17,,,"6-Aminohexanoic acid, N-cyanoethyl-","['OPSIN_name1', 'manual_only_one']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,decbf441
perrin_supp7559,CC(C#N)CNCCCCCC(=O)O,"InChI=1S/C10H18N2O2/c1-9(7-11)8-12-6-4-2-3-5-10(13)14/h9,12H,2-6,8H2,1H3,(H,13,14)",pKaH1,8.25,30,"I=0.15, ""mixed"" constant",E3bg,Uncertain,F17,,,"6-Aminohexanoic acid, N-2-cyanopropyl-","['OPSIN_name1', 'manual_only_one']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,42725371
perrin_supp7560,CS(=O)(=O)CCNCCCCCC(=O)O,"InChI=1S/C9H19NO4S/c1-15(13,14)8-7-10-6-4-2-3-5-9(11)12/h10H,2-8H2,1H3,(H,11,12)",pKaH1,7.8,30,"I=0.15, ""mixed"" constant",E3bg,Uncertain,F17,,,"6-Aminohexanoic acid, N-methylsulphonylethyl-","['OPSIN_name1', 'manual_only_one']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,ca1e1e81
perrin_supp7561,CC(C)(N)C(O)C(=O)O,"InChI=1S/C5H11NO3/c1-5(2,6)3(7)4(8)9/h3,7H,6H2,1-2H3,(H,8,9)",pKaH1,2.4,,,,,K6,,,β-Amino-α-hydroxyisovaleric acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,5b43524b
perrin_supp7563,Cc1ccc(S(=O)(=O)O)cc1N,"InChI=1S/C7H9NO3S/c1-5-2-3-6(4-7(5)8)12(9,10)11/h2-4H,8H2,1H3,(H,9,10,11)",pKa1,3.9802,0,"(m), I=0.01 to 0.10",E1b,Reliable,C28,Thermodynamic quantities are derived from the results,,3-Amino-4-methylbenzenesulphonic-acid,"['OPSIN_name1', 'manual_only_one']",2.0,,perrin_supp,,A,,,IUPAC_large,,,67314e8e
perrin_supp7564,Cc1cc(S(=O)(=O)O)ccc1N,"InChI=1S/C7H9NO3S/c1-5-4-6(12(9,10)11)2-3-7(5)8/h2-4H,8H2,1H3,(H,9,10,11)",pKa1,3.4361,0,I=0.01 to 0.10,E1b,Reliable,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4.0,,perrin_supp,,A,,,IUPAC_large,,,afa7ca2c
perrin_supp7565,NC(Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O,"InChI=1S/C9H6F5NO2/c10-4-2(1-3(15)9(16)17)5(11)7(13)8(14)6(4)12/h3H,1,15H2,(H,16,17)",pKaH1,1.88,25,C=0.02M,E,,P22,,,α-Amino-β-(pentafluorophenyl)propionic acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,0a662a27
perrin_supp7568,N#CCCNCCC(=O)O,"InChI=1S/C6H10N2O2/c7-3-1-4-8-5-2-6(9)10/h8H,1-2,4-5H2,(H,9,10)",pKaH1,7.85,30,"I=0.15, C=0.005M, ""mixed"" constant",E3bg,Approximate,F18,,,"3-Aminopropionic-acid, N-cyanoethyl-",['manual_no_smiles'],1.0,,perrin_supp,,AH,,,IUPAC_large,,,ba71b040
perrin_supp7570,O=C(O)CCNCCO,"InChI=1S/C5H11NO3/c7-4-3-6-2-1-5(8)9/h6-7H,1-4H2,(H,8,9)",pKaH1,3.4,20,"I=0.1(KCl), ""mixed"" constants",E3bg,Approximate,U3,,,"3-Aminopropionic acid, N-(β-hydroxyethyl)-","['OPSIN_name1', 'manual_only_one']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,8cd289dd
perrin_supp7571,COC(=O)CCN,"InChI=1S/C4H9NO2/c1-7-4(6)2-3-5/h2-3,5H2,1H3",pKaH1,9.17,25,corrected from I=0.1 (KCl) f+=0.772,E3bg,Approximate,H25,Thermodynamic quantities are derived from the results,,3-Aminopropionic acid methyl ester,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4.0,,perrin_supp,,AH,,,IUPAC_large,,,b8c0281e
perrin_supp7573,NOCC(=O)O,"InChI=1S/C2H5NO3/c3-6-1-2(4)5/h1,3H2,(H,4,5)",pKaH1,2.87,23,C=0.05M,E3bg,Uncertain,B62,,,Aminoxyacetic acid,"['OPSIN_name1', 'chemaxon_name1', 'pubchem_name1']",3.0,,perrin_supp,,AH,23+2,,IUPAC_large,,,2a8a66d2
perrin_supp7574,CCC(ON)C(=O)O,"InChI=1S/C4H9NO3/c1-2-3(8-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",pKaH1,4.47,not_stated,C=0.005M,E3bg,Uncertain,T11,,,2-Aminoxy-n-butyric acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,fdf2bafe
perrin_supp7575,CC(CC(=O)O)ON,"InChI=1S/C4H9NO3/c1-3(8-5)2-4(6)7/h3H,2,5H2,1H3,(H,6,7)",pKaH1,3.83,23,C=0.05M,E3bg,Uncertain,B62,,,3-Aminoxybutyric acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,23+2,,IUPAC_large,,,9cafde2c
perrin_supp7576,CCCCC(ON)C(=O)O,"InChI=1S/C6H13NO3/c1-2-3-4-5(10-7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",pKaH1,4.43,not_stated,C=0.005M,E3bg,Uncertain,T11,,,2-Aminoxyhexanoic acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,eaf3aeda
perrin_supp7577,CC(C)CC(ON)C(=O)O,"InChI=1S/C6H13NO3/c1-4(2)3-5(10-7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",pKaH1,4.62,not_stated,C=0.005M,E3bg,Uncertain,T11,,,2-Aminoxyisocaproic acid,"['OPSIN_name1', 'manual_only_one']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,618c9f33
perrin_supp7578,CC(C)C(ON)C(=O)O,"InChI=1S/C5H11NO3/c1-3(2)4(9-6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)",pKaH1,4.55,not_stated,C=0.005M,E3bg,Uncertain,T11,,,2-Aminoxyisovaleric acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,ca03164f
perrin_supp7579,NOC(C(=O)O)c1ccccc1,"InChI=1S/C8H9NO3/c9-12-7(8(10)11)6-4-2-1-3-5-6/h1-5,7H,9H2,(H,10,11)",pKaH1,4.03,not_stated,C=0.005M,E3bg,Uncertain,T11,,,α-Aminoxyphenylacetic acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,3fdeb937
perrin_supp7581,CC(ON)C(=O)O,"InChI=1S/C3H7NO3/c1-2(7-4)3(5)6/h2H,4H2,1H3,(H,5,6)",pKaH1,4.72,not_stated,C=0.005M,E3bg,Uncertain,T11,,,2-Aminoxypropionic acid,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,5a5d83f8
perrin_supp7584,N#CCCN[C@@H](CC(N)=O)C(=O)O,"InChI=1S/C7H11N3O3/c8-2-1-3-10-5(7(12)13)4-6(9)11/h5,10H,1,3-4H2,(H2,9,11)(H,12,13)/t5-/m0/s1",pKaH1,6.46,30,"I=0.15(KCl), C=0.005M “mixed” constant",E3bg,Approximate,F18,,,"asparagine, α-N-cyanoethyl-","['chemaxon_name1', 'manual_only_one']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,f53aff91
perrin_supp7587,O=C(O)C[C@H](NCc1ccccc1)C(=O)O,"InChI=1S/C11H13NO4/c13-10(14)6-9(11(15)16)12-7-8-4-2-1-3-5-8/h1-5,9,12H,6-7H2,(H,13,14)(H,15,16)/t9-/m0/s1",pKaH1,2.06,30,"I=0.1(KCl), C=0.005, ""mixed"" constants",E3bg,Uncertain,S34,,,"aspartic acid, N-benzyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,fa513fd8
perrin_supp7589,COC(=O)C[C@H](N)C(=O)O,"InChI=1S/C5H9NO4/c1-10-4(7)2-3(6)5(8)9/h3H,2,6H2,1H3,(H,8,9)/t3-/m0/s1",pKa1,8.62,25,I=0.16(KNO3). f=0.75,E3bg,Approximate,C27,,,Aspartic acid β-methyl ester,"['chemaxon_name1', 'manual_only_one']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,14bdcbf8
perrin_supp7590,Br.NCCSC[C@H](NC(=O)c1ccccc1)C(N)=O,"InChI=1S/C12H17N3O2S.BrH/c13-6-7-18-8-10(11(14)16)15-12(17)9-4-2-1-3-5-9;/h1-5,10H,6-8,13H2,(H2,14,16)(H,15,17);1H/t10-;/m0./s1",pKaH1,9.4,30,Insufficient details,E3bg,Uncertain,W3a,,,N(α)-Benzoyl-S-2-aminoethyl-L-cysteinamide hydrobromide,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,a8dd0dd0
perrin_supp7591,Br.NCCCC[C@H](NC(=O)c1ccccc1)C(N)=O,"InChI=1S/C13H19N3O2.BrH/c14-9-5-4-8-11(12(15)17)16-13(18)10-6-2-1-3-7-10;/h1-3,6-7,11H,4-5,8-9,14H2,(H2,15,17)(H,16,18);1H/t11-;/m0./s1",pKaH1,10.3,30,insufficient details,E3bg,Uncertain,W3a,,,N(α)-Benzoyl-L-lysinamide hydrobromide,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,3fded1ff
perrin_supp7592,O=S(=O)(O)CCN(CCO)CCO,"InChI=1S/C6H15NO5S/c8-4-1-7(2-5-9)3-6-13(10,11)12/h8-9H,1-6H2,(H,10,11,12)",pKa1,7.5,0,"C=0.1M, ""mixed constant",E3bg,Approximate,G21,,,"N,N-Bis(2-hydroxyethyl)2-aminoethane, sulphonic acid-",['manual_no_smiles'],1.0,,perrin_supp,,A,,,IUPAC_large,,,f66bb8d8
perrin_supp7594,N[C@@H]1CONC1=O,"InChI=1S/C3H6N2O2/c4-2-1-7-5-3(2)6/h2H,1,4H2,(H,5,6)/t2-/m1/s1",pKaH1,4.5,10,C=0.01M; I=0-0.2,E3bg,Approximate,N20,,,Cycloserine,"['chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",3.0,,perrin_supp,,AH,,,IUPAC_large,,,c1fffd2f
perrin_supp7596,CC(=O)NCCSC[C@H](N)C(=O)O,"InChI=1S/C7H14N2O3S/c1-5(10)9-2-3-13-4-6(8)7(11)12/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1",pKa1,8.65,20,"I=0.1(KNO3). ""mixed"" constant",E3bg,Approximate,H31,,,"L-Cysteine, S-(2-acetamidoethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,A,,,IUPAC_large,,,74210d99
perrin_supp7597,CC(=O)NCCS(=O)(=O)C[C@H](N)C(=O)O,"InChI=1S/C7H14N2O5S/c1-5(10)9-2-3-15(13,14)4-6(8)7(11)12/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1",pKa1,7.44,20,"I=0.1(KNO3). ""mixed"" constant",E3bg,Approximate,H31,,,"L-Cysteine, S-(2-acetamidoethyl)-S-dioxide-",['manual_no_smiles'],1.0,,perrin_supp,,A,,,IUPAC_large,,,bdb9fdc1
perrin_supp7598,CC(=O)NCCS(=O)C[C@H](N)C(=O)O,"InChI=1S/C7H14N2O4S/c1-5(10)9-2-3-14(13)4-6(8)7(11)12/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-,14?/m0/s1",pKa1,7.57,20,"I=0.1(KNO3). ""mixed"" constant",E3bg,Approximate,H31,,,"L-Cysteine, S-(2-acetamidoethyl)-S-oxide-",['manual_no_smiles'],1.0,,perrin_supp,,A,,,IUPAC_large,,,9206c74f
perrin_supp7600,NCCSC[C@H](N)C(=O)O,"InChI=1S/C5H12N2O2S/c6-1-2-10-3-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1",pKaH1,8.22,20,"I=0.1(KNO3), “mixed” constants",E3bg,Approximate,H31,,,"L-Cysteine, S-(2-aminoethyl)-","['OPSIN_name1', 'chemaxon_name1', 'pubchem_name1']",3.0,,perrin_supp,,AH,,,IUPAC_large,,,711a5a71
perrin_supp7603,CCOC(=O)CCSC[C@H](N)C(=O)O,"InChI=1S/C8H15NO4S/c1-2-13-7(10)3-4-14-5-6(9)8(11)12/h6H,2-5,9H2,1H3,(H,11,12)/t6-/m0/s1",pKa1,8.65,30,"C=0.005M, I=0.3(KCl), ""mixed"" constant",E3bg,Uncertain,F16,,,"cysteine, S-carbethoxyethyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,A,,,IUPAC_large,,,03ea1ddb
perrin_supp7604,N[C@@H](CSCC(=O)O)C(=O)O,"InChI=1S/C5H9NO4S/c6-3(5(9)10)1-11-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",pKa2,8.95,20,"I=0.1(KNO3). ""mixed"" constant",E3bg,Approximate,H31,,,"L-Cysteine, S-carboxymethyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,A,,,IUPAC_large,,,a8cc6071
perrin_supp7605,N[C@@H](CS(=O)(=O)CC(=O)O)C(=O)O,"InChI=1S/C5H9NO6S/c6-3(5(9)10)1-13(11,12)2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",pKa2,7.68,20,"I=0.1(KNO3). ""mixed"" constant",E3bg,Approximate,H31,,,"L-Cysteine, S-carboxymethyl-, S-dioxide-",['manual_no_smiles'],1.0,,perrin_supp,,A,,,IUPAC_large,,,9820a4be
perrin_supp7606,N[C@@H](CS(=O)CC(=O)O)C(=O)O,"InChI=1S/C5H9NO5S/c6-3(5(9)10)1-12(11)2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-,12?/m0/s1",pKa2,7.9,20,"I=0.1(KNO3), ""mixed"" constant",E3bg,Approximate,H31,,,"L-Cysteine, S-carboxymethyl-, S-oxide-",['manual_no_smiles'],1.0,,perrin_supp,,A,,,IUPAC_large,,,375c5d04
perrin_supp7607,N#CCCSC[C@H](N)C(=O)O,"InChI=1S/C6H10N2O2S/c7-2-1-3-11-4-5(8)6(9)10/h5H,1,3-4,8H2,(H,9,10)/t5-/m0/s1",pKa1,8.6,30,"C=0.005M, I=0.3(KCl), ""mixed"" constant",E3bg,Uncertain,F16,,,"cysteine, S-cyanoethyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,A,,,IUPAC_large,,,b673637d
perrin_supp7608,NCC(=O)N[C@@H](CS)C(=O)O,"InChI=1S/C5H10N2O3S/c6-1-4(8)7-3(2-11)5(9)10/h3,11H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",pKa1,8.01,30,"I=0.1 (KCl), ""mixed"" constants, 96% pure material",E3bg,Uncertain,L23,,,"L-Cysteine, glycyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,A,,,IUPAC_large,,,bd87d04f
perrin_supp7609,N[C@@H](CSCCO)C(=O)O,"InChI=1S/C5H11NO3S/c6-4(5(8)9)3-10-2-1-7/h4,7H,1-3,6H2,(H,8,9)/t4-/m0/s1",pKa1,8.64,20,"I=0.1(KNO3).""mixed"" constant",E3bg,Approximate,H31,,,"L-Cysteine, S-(2-hydroxyethyl)-",['manual_inconsistent'],1.0,,perrin_supp,,A,,,IUPAC_large,,,280f88bd
perrin_supp7613,COC(=O)[C@@H](N)CSC,"InChI=1S/C5H11NO2S/c1-8-5(7)4(6)3-9-2/h4H,3,6H2,1-2H3/t4-/m0/s1",pKaH1,6.7,25,Corrected from I=0.1(KCl) ; f=0.772,E3bg,Approximate,H26,Thermodynamic quantities are derived from the results,,S-methyl Cysteine methyl ester,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin_supp,,AH,,,IUPAC_large,,,50bedcc3
perrin_supp7614,NCC[C@H](N)C(=O)O,"InChI=1S/C4H10N2O2/c5-2-1-3(6)4(7)8/h3H,1-2,5-6H2,(H,7,8)/t3-/m0/s1",pKaH2,1.87,25,"C=0.01-0.001M, I=0.1(KCl), f[H+]=0.782, concentration constants",E3bg,Approximate,S10,,,"2,4-Diaminobutyric acid","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4.0,,perrin_supp,,AH,,,IUPAC_large,,,c291d857
perrin_supp7615,COC(=O)C(N)CCN,"InChI=1S/C5H12N2O2/c1-9-5(8)4(7)2-3-6/h4H,2-3,6-7H2,1H3",pKaH1,8.74,25,"C=0.01-0.001M, I=0.1(KCl), f[H+]=0.782, concentration constants",E3bg,Approximate,S10,,,"2,4-Diaminobutyric acid methyl ester","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1']",3.0,,perrin_supp,,AH,,,IUPAC_large,,,326fddba
